,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
4260,24.0,1996.0,791.0,1215.0,672.0,1.5429,325000.0
4261,28.0,2223.0,752.0,1271.0,684.0,2.5434,232100.0
4262,30.0,5293.0,2446.0,4123.0,2127.0,1.51,187500.0
4263,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,333300.0
4264,40.0,4984.0,2158.0,4828.0,2028.0,1.6903,350000.0
4265,28.0,1759.0,716.0,1463.0,620.0,1.7306,450000.0
4266,35.0,7517.0,2961.0,5899.0,2769.0,1.9354,340000.0
4267,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,262500.0
4268,36.0,2288.0,1033.0,3030.0,890.0,1.5328,250000.0
4269,33.0,766.0,347.0,918.0,305.0,1.705,350000.0
4270,48.0,1116.0,524.0,1610.0,483.0,1.625,237500.0
4271,45.0,1913.0,696.0,1552.0,611.0,2.0888,237500.0
4272,43.0,1615.0,734.0,1460.0,644.0,1.4005,193800.0
4273,34.0,2473.0,1171.0,2655.0,1083.0,1.6331,162500.0
4274,30.0,1679.0,682.0,1445.0,579.0,2.1403,200000.0
4275,29.0,732.0,288.0,691.0,278.0,2.1866,250000.0
4276,34.0,399.0,141.0,482.0,134.0,1.625,67500.0
4277,34.0,2065.0,839.0,2626.0,775.0,1.8214,211100.0
4278,28.0,720.0,267.0,891.0,265.0,1.8977,100000.0
4279,37.0,773.0,,835.0,312.0,1.8576,193800.0
4280,32.0,563.0,191.0,626.0,185.0,2.0341,250000.0
4281,27.0,210.0,98.0,332.0,112.0,2.5556,175000.0
4282,36.0,1655.0,690.0,1957.0,633.0,1.7325,221900.0
4283,34.0,1478.0,675.0,1976.0,653.0,2.0557,225000.0
4284,31.0,622.0,229.0,597.0,227.0,1.5284,200000.0
4285,30.0,2193.0,965.0,2197.0,836.0,1.8277,137500.0
4286,52.0,786.0,270.0,756.0,273.0,2.2311,206300.0
4287,29.0,3403.0,1367.0,3432.0,1174.0,1.7083,166700.0
4288,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,218800.0
4289,36.0,787.0,420.0,1506.0,360.0,1.2412,216700.0
4290,38.0,2067.0,914.0,2717.0,853.0,1.7641,250000.0
4291,36.0,2284.0,899.0,1964.0,839.0,1.9297,203300.0
4292,34.0,2716.0,1114.0,2991.0,1021.0,1.7514,187500.0
4293,36.0,2332.0,993.0,3155.0,927.0,2.2612,230400.0
4294,39.0,631.0,298.0,744.0,274.0,2.7054,162500.0
4295,29.0,2240.0,792.0,2254.0,739.0,2.3317,172500.0
4296,38.0,790.0,275.0,664.0,194.0,3.0357,175000.0
4297,43.0,1583.0,658.0,1941.0,614.0,1.9835,225000.0
4298,28.0,1562.0,648.0,1974.0,597.0,1.9766,112500.0
4299,35.0,2198.0,998.0,3441.0,912.0,2.0467,158300.0
4300,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,198400.0
4301,39.0,336.0,173.0,586.0,151.0,1.8056,262500.0
4302,52.0,1272.0,322.0,984.0,353.0,1.9063,261600.0
4303,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,253300.0
4304,25.0,2345.0,852.0,2860.0,862.0,1.4497,205600.0
4305,32.0,2202.0,674.0,2178.0,635.0,2.0307,226700.0
4306,36.0,2517.0,842.0,2446.0,689.0,2.1524,187500.0
4307,30.0,3165.0,1263.0,3678.0,1141.0,2.0,240600.0
4308,42.0,1951.0,846.0,2500.0,813.0,1.5195,218200.0
4309,44.0,2666.0,,2297.0,726.0,1.676,208800.0
4310,30.0,1871.0,766.0,2595.0,819.0,2.0044,212500.0
4311,28.0,2173.0,819.0,2548.0,763.0,1.879,218800.0
4312,36.0,654.0,186.0,416.0,138.0,3.6953,200000.0
4313,36.0,561.0,180.0,340.0,127.0,1.4375,165000.0
4314,40.0,2004.0,687.0,1514.0,542.0,1.9911,220000.0
4315,5.0,2665.0,954.0,1733.0,766.0,2.3568,204700.0
4316,14.0,3032.0,999.0,1691.0,841.0,2.2,210000.0
4317,50.0,3457.0,854.0,1584.0,841.0,3.1078,346700.0
4318,52.0,1731.0,502.0,849.0,466.0,3.2946,321600.0
4319,52.0,1430.0,186.0,547.0,178.0,10.3661,500001.0
4320,47.0,1800.0,546.0,921.0,478.0,2.8021,280600.0
4321,52.0,1003.0,200.0,514.0,204.0,3.8472,395700.0
4322,52.0,2088.0,388.0,908.0,375.0,3.8141,342000.0
4323,42.0,2210.0,643.0,1228.0,605.0,2.5982,315800.0
4324,52.0,1710.0,350.0,727.0,355.0,4.5833,333900.0
4325,52.0,1965.0,480.0,794.0,451.0,3.2824,304800.0
4326,52.0,1164.0,257.0,575.0,251.0,3.125,380400.0
4327,52.0,1777.0,454.0,671.0,439.0,3.5083,500001.0
4328,50.0,2989.0,832.0,1345.0,775.0,3.2426,442900.0
4329,30.0,1390.0,457.0,1460.0,423.0,2.2422,254500.0
4330,31.0,2275.0,823.0,2189.0,720.0,1.7542,287500.0
4331,46.0,2038.0,534.0,1250.0,525.0,2.4196,358100.0
4332,23.0,1443.0,521.0,1264.0,450.0,2.7543,220000.0
4333,52.0,1137.0,304.0,754.0,297.0,3.37,330300.0
4334,52.0,2370.0,473.0,1053.0,434.0,4.1429,380300.0
4335,34.0,2501.0,1047.0,3326.0,970.0,1.8771,247500.0
4336,36.0,1276.0,503.0,1502.0,450.0,2.1766,205600.0
4337,27.0,1514.0,510.0,1603.0,518.0,2.8971,251100.0
4338,26.0,1609.0,534.0,1868.0,497.0,2.7038,227100.0
4339,34.0,479.0,182.0,557.0,170.0,1.525,210000.0
4340,23.0,1864.0,937.0,2795.0,858.0,1.8495,212500.0
4341,34.0,1562.0,651.0,1774.0,559.0,1.5685,225000.0
4342,32.0,2880.0,1063.0,3646.0,1028.0,2.3846,258300.0
4343,25.0,2459.0,823.0,2635.0,763.0,2.4,173900.0
4344,38.0,380.0,130.0,445.0,140.0,1.9286,137500.0
4345,34.0,2821.0,399.0,843.0,391.0,11.615,500001.0
4346,26.0,3902.0,610.0,1468.0,632.0,8.5136,500001.0
4347,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,500001.0
4348,35.0,3946.0,695.0,1361.0,620.0,6.5195,500001.0
4349,38.0,2601.0,523.0,870.0,474.0,7.1134,416700.0
4350,42.0,5518.0,979.0,1863.0,957.0,8.5842,500001.0
4351,36.0,2963.0,838.0,1129.0,745.0,2.5588,500001.0
4352,37.0,407.0,67.0,100.0,47.0,15.0001,500001.0
4353,39.0,3798.0,586.0,975.0,525.0,9.3092,500001.0
4354,30.0,6310.0,957.0,1776.0,880.0,8.944,500001.0
4355,41.0,730.0,126.0,230.0,125.0,4.3214,500001.0
4356,38.0,2158.0,582.0,1061.0,577.0,2.9643,355300.0
4357,40.0,3110.0,764.0,1557.0,763.0,1.9937,367100.0
4358,52.0,2946.0,695.0,1258.0,650.0,3.9783,374100.0
4359,22.0,3008.0,938.0,1224.0,816.0,3.2149,300000.0
4360,31.0,2697.0,706.0,1059.0,689.0,2.8942,500001.0
4361,45.0,2195.0,483.0,1265.0,455.0,3.3864,397900.0
4362,52.0,1466.0,254.0,600.0,253.0,5.7524,393600.0
4363,52.0,1234.0,223.0,543.0,213.0,6.0338,423700.0
4364,48.0,2566.0,571.0,1421.0,563.0,3.6579,318600.0
4365,52.0,1310.0,263.0,689.0,208.0,4.0721,350000.0
4366,51.0,3149.0,519.0,1082.0,510.0,6.4459,421600.0
4367,41.0,3729.0,740.0,1364.0,707.0,5.7778,412700.0
4368,41.0,4138.0,1130.0,1859.0,1030.0,2.978,306800.0
4369,46.0,1156.0,203.0,514.0,213.0,4.2019,352100.0
4370,52.0,2036.0,348.0,775.0,332.0,5.4122,397500.0
4371,52.0,1803.0,437.0,787.0,388.0,4.5781,360500.0
4372,44.0,2728.0,585.0,1227.0,567.0,4.0602,324000.0
4373,50.0,2113.0,398.0,793.0,418.0,4.7132,304600.0
4374,49.0,1767.0,467.0,1066.0,438.0,3.0958,210900.0
4375,48.0,805.0,246.0,633.0,235.0,2.3421,200000.0
4376,49.0,2843.0,880.0,2004.0,796.0,2.7875,217300.0
4377,48.0,1527.0,295.0,589.0,286.0,4.1667,344800.0
4378,52.0,3225.0,763.0,1559.0,710.0,3.9674,268800.0
4379,52.0,2273.0,663.0,1480.0,597.0,2.3333,196500.0
4380,52.0,2327.0,555.0,1048.0,491.0,3.7847,252300.0
4381,51.0,1532.0,366.0,669.0,333.0,3.6434,278800.0
4382,36.0,3503.0,833.0,2652.0,788.0,3.8448,241400.0
4383,52.0,1079.0,222.0,439.0,201.0,4.625,230800.0
4384,44.0,3646.0,912.0,1783.0,861.0,2.9709,225000.0
4385,52.0,984.0,276.0,994.0,260.0,2.3816,166700.0
4386,41.0,1396.0,360.0,1069.0,363.0,2.4375,203300.0
4387,46.0,945.0,250.0,910.0,252.0,3.5039,187500.0
4388,35.0,1147.0,365.0,1016.0,296.0,2.3913,198800.0
4389,36.0,2306.0,813.0,2823.0,765.0,2.0214,170500.0
4390,28.0,579.0,184.0,673.0,202.0,2.625,187500.0
4391,27.0,1190.0,,1795.0,422.0,1.7016,160000.0
4392,38.0,2265.0,801.0,2899.0,792.0,2.5521,157500.0
4393,46.0,3007.0,854.0,2587.0,814.0,2.7179,184300.0
4394,42.0,997.0,374.0,982.0,372.0,2.9423,200000.0
4395,52.0,2465.0,773.0,2328.0,746.0,2.6178,203100.0
4396,43.0,962.0,253.0,658.0,244.0,3.2386,185000.0
4397,38.0,1270.0,556.0,1692.0,450.0,1.87,170800.0
4398,42.0,1618.0,522.0,1454.0,440.0,3.1607,182000.0
4399,52.0,1739.0,464.0,938.0,482.0,2.4429,228800.0
4400,39.0,3162.0,896.0,1934.0,818.0,2.875,213500.0
4401,40.0,1630.0,543.0,1568.0,510.0,2.7366,169100.0
4402,49.0,3828.0,1197.0,2862.0,1009.0,2.4677,219200.0
4403,35.0,1335.0,440.0,1586.0,445.0,1.9722,156300.0
4404,40.0,506.0,119.0,397.0,114.0,3.1944,143800.0
4405,52.0,109.0,20.0,86.0,24.0,4.9844,187500.0
4406,52.0,137.0,26.0,65.0,24.0,4.025,137500.0
4407,47.0,859.0,239.0,913.0,234.0,2.6442,136100.0
4408,49.0,1638.0,456.0,1500.0,430.0,2.6923,150000.0
4409,45.0,1747.0,484.0,1680.0,441.0,2.6051,155500.0
4410,52.0,2050.0,429.0,957.0,418.0,3.5603,210000.0
4411,52.0,104.0,20.0,32.0,17.0,3.75,241700.0
4412,44.0,1425.0,438.0,1121.0,374.0,2.1108,200000.0
4413,47.0,2133.0,689.0,2104.0,662.0,2.6136,169200.0
4414,43.0,1903.0,635.0,1919.0,613.0,2.6336,174300.0
4415,52.0,1866.0,470.0,1211.0,417.0,2.935,189400.0
4416,50.0,1791.0,660.0,2183.0,675.0,1.7945,166700.0
4417,45.0,2174.0,627.0,1992.0,557.0,2.5428,167800.0
4418,52.0,3142.0,765.0,1728.0,682.0,3.1864,189800.0
4419,45.0,2225.0,827.0,2699.0,792.0,1.9209,179200.0
4420,46.0,2341.0,703.0,2371.0,648.0,2.4038,181700.0
4421,52.0,830.0,200.0,701.0,189.0,2.7625,232100.0
4422,47.0,2059.0,618.0,2033.0,544.0,1.9028,217900.0
4423,43.0,764.0,322.0,1275.0,306.0,2.0,175000.0
4424,20.0,41.0,17.0,87.0,25.0,1.5491,225000.0
4425,27.0,223.0,80.0,249.0,82.0,1.6136,137500.0
4426,18.0,4297.0,1420.0,4332.0,1286.0,2.2545,192500.0
4427,16.0,719.0,225.0,801.0,218.0,2.3942,133300.0
4428,40.0,1081.0,282.0,970.0,263.0,1.875,150000.0
4429,31.0,394.0,117.0,573.0,131.0,1.8173,154200.0
4430,34.0,1709.0,562.0,2105.0,503.0,1.9704,152100.0
4431,38.0,1241.0,298.0,1055.0,263.0,2.3409,115500.0
4432,49.0,1320.0,309.0,1405.0,328.0,2.4375,114000.0
4433,21.0,1353.0,380.0,1688.0,367.0,1.9937,139600.0
4434,34.0,1765.0,551.0,2203.0,500.0,2.2708,159600.0
4435,39.0,986.0,361.0,1347.0,299.0,2.2907,133900.0
4436,26.0,2574.0,807.0,3163.0,802.0,1.9495,173200.0
4437,39.0,1594.0,430.0,1668.0,378.0,2.5343,138200.0
4438,41.0,1807.0,429.0,1699.0,424.0,2.2222,126000.0
4439,39.0,2054.0,423.0,1205.0,403.0,4.239,213000.0
4440,52.0,3672.0,808.0,3062.0,764.0,2.6806,153000.0
4441,39.0,1287.0,353.0,1171.0,345.0,1.6118,138500.0
4442,39.0,1561.0,445.0,1780.0,391.0,2.4632,144200.0
4443,37.0,1822.0,498.0,1961.0,506.0,1.9881,159200.0
4444,35.0,1504.0,477.0,2059.0,498.0,2.0133,145800.0
4445,36.0,839.0,250.0,1079.0,245.0,1.7463,158300.0
4446,31.0,1077.0,300.0,1198.0,274.0,2.1333,160200.0
4447,52.0,1770.0,,1848.0,439.0,2.4135,167200.0
4448,47.0,1346.0,383.0,1452.0,371.0,1.7292,191700.0
4449,31.0,1453.0,404.0,1486.0,389.0,2.3859,153100.0
4450,42.0,902.0,318.0,1312.0,323.0,1.9375,168800.0
4451,29.0,1478.0,413.0,1580.0,394.0,1.8781,147500.0
4452,36.0,3334.0,920.0,2881.0,800.0,2.1696,170800.0
4453,48.0,2514.0,595.0,2484.0,601.0,3.1146,142500.0
4454,37.0,299.0,89.0,318.0,92.0,1.3125,145800.0
4455,45.0,1327.0,271.0,1069.0,284.0,3.3977,153800.0
4456,40.0,2744.0,708.0,2747.0,674.0,2.6226,148800.0
4457,44.0,1688.0,426.0,1605.0,384.0,3.3785,184900.0
4458,41.0,2090.0,530.0,2043.0,537.0,1.9706,144200.0
4459,10.0,1907.0,398.0,921.0,369.0,4.875,200400.0
4460,10.0,1940.0,445.0,763.0,412.0,4.975,166700.0
4461,7.0,2529.0,689.0,1215.0,577.0,4.7853,153100.0
4462,8.0,1116.0,267.0,435.0,235.0,4.9231,230900.0
4463,35.0,2226.0,602.0,2230.0,549.0,2.9167,129300.0
4464,35.0,1554.0,381.0,1487.0,374.0,1.9038,139500.0
4465,38.0,2965.0,665.0,2128.0,650.0,3.0241,166300.0
4466,42.0,1555.0,337.0,1152.0,348.0,3.375,169600.0
4467,44.0,1734.0,364.0,1133.0,351.0,2.5132,163100.0
4468,33.0,1515.0,415.0,1345.0,346.0,2.375,175000.0
4469,50.0,1568.0,302.0,1093.0,333.0,3.1442,162100.0
4470,36.0,3066.0,797.0,3097.0,780.0,2.5523,156500.0
4471,33.0,2907.0,797.0,3212.0,793.0,2.2348,146600.0
4472,31.0,1318.0,311.0,1164.0,289.0,2.9939,135500.0
4473,33.0,1369.0,408.0,1475.0,377.0,2.3281,151900.0
4474,43.0,1523.0,378.0,1338.0,352.0,3.2031,144600.0
4475,39.0,787.0,181.0,731.0,179.0,3.2279,158500.0
4476,33.0,851.0,231.0,936.0,228.0,3.375,147500.0
4477,28.0,2616.0,630.0,2218.0,621.0,2.6842,156000.0
4478,19.0,2150.0,544.0,1510.0,467.0,3.4952,150000.0
4479,41.0,247.0,55.0,925.0,50.0,3.5769,135700.0
4480,37.0,1155.0,225.0,814.0,241.0,3.875,148500.0
4481,27.0,2025.0,565.0,2189.0,577.0,2.6083,148600.0
4482,32.0,555.0,159.0,748.0,163.0,1.9762,137500.0
4483,47.0,2324.0,658.0,3020.0,594.0,1.1868,93800.0
4484,46.0,453.0,119.0,533.0,132.0,2.2961,112500.0
4485,40.0,1181.0,335.0,1441.0,337.0,2.1136,111800.0
4486,8.0,762.0,204.0,728.0,174.0,2.4886,137500.0
4487,46.0,1051.0,302.0,1435.0,305.0,1.6667,133600.0
4488,36.0,2672.0,675.0,2883.0,674.0,2.0885,142800.0
4489,37.0,349.0,79.0,276.0,64.0,3.2125,125000.0
4490,46.0,321.0,101.0,401.0,86.0,2.1029,109400.0
4491,30.0,511.0,153.0,1152.0,149.0,2.3611,156800.0
4492,52.0,48.0,6.0,41.0,10.0,10.2264,112500.0
4493,36.0,1243.0,470.0,1668.0,444.0,1.0714,137500.0
4494,52.0,470.0,115.0,434.0,123.0,2.095,109100.0
4495,34.0,1083.0,364.0,1132.0,338.0,2.2344,153100.0
4496,34.0,1113.0,,928.0,290.0,3.1654,155000.0
4497,41.0,1422.0,478.0,1640.0,434.0,1.6122,157100.0
4498,26.0,745.0,258.0,694.0,236.0,1.3846,129200.0
4499,28.0,1079.0,306.0,1358.0,285.0,2.52,131900.0
4500,28.0,950.0,357.0,1485.0,345.0,1.9271,136400.0
4501,45.0,2146.0,607.0,2868.0,625.0,2.121,144000.0
4502,43.0,1165.0,317.0,1279.0,303.0,1.9615,141700.0
4503,40.0,1146.0,323.0,1354.0,321.0,1.9205,121900.0
4504,40.0,1082.0,318.0,1085.0,273.0,1.7054,117200.0
4505,42.0,1703.0,586.0,2490.0,581.0,2.02,147200.0
4506,41.0,1268.0,398.0,1887.0,407.0,2.625,150000.0
4507,43.0,977.0,266.0,1084.0,259.0,2.7708,127900.0
4508,41.0,1098.0,264.0,1178.0,245.0,2.1058,124300.0
4509,50.0,1407.0,401.0,1526.0,385.0,2.29,121800.0
4510,45.0,963.0,234.0,1194.0,239.0,2.1806,134900.0
4511,40.0,1095.0,305.0,1322.0,281.0,1.9688,150000.0
4512,52.0,1053.0,246.0,1036.0,249.0,2.1071,136700.0
4513,50.0,1183.0,246.0,851.0,231.0,3.2639,142600.0
4514,52.0,1249.0,307.0,1223.0,297.0,2.07,136300.0
4515,47.0,1894.0,408.0,1629.0,379.0,3.7619,127600.0
4516,52.0,1754.0,452.0,1849.0,445.0,2.3716,122800.0
4517,44.0,1399.0,386.0,1419.0,373.0,1.8224,143800.0
4518,36.0,1625.0,490.0,2003.0,478.0,2.181,147200.0
4519,44.0,1582.0,544.0,1998.0,515.0,1.6888,125000.0
4520,18.0,796.0,227.0,547.0,218.0,1.0333,135400.0
4521,36.0,1825.0,479.0,2097.0,480.0,2.1862,135300.0
4522,37.0,845.0,249.0,881.0,252.0,2.2454,165000.0
4523,47.0,1325.0,393.0,1557.0,352.0,2.8,148400.0
4524,28.0,1841.0,809.0,3199.0,727.0,1.6319,151600.0
4525,52.0,846.0,271.0,1153.0,281.0,2.1923,155000.0
4526,43.0,1153.0,411.0,1667.0,409.0,1.9402,139300.0
4527,47.0,722.0,235.0,930.0,226.0,2.5455,114300.0
4528,43.0,798.0,308.0,1417.0,325.0,1.4189,141700.0
4529,44.0,1105.0,346.0,1598.0,372.0,1.2,115600.0
4530,43.0,2343.0,803.0,2468.0,707.0,1.5163,115000.0
4531,43.0,1502.0,477.0,1844.0,477.0,1.9405,152500.0
4532,47.0,1306.0,391.0,1499.0,346.0,2.2788,139600.0
4533,45.0,554.0,214.0,888.0,218.0,1.8125,139600.0
4534,45.0,1860.0,472.0,1893.0,456.0,2.6573,141800.0
4535,44.0,1550.0,407.0,1718.0,403.0,2.5268,141100.0
4536,52.0,497.0,132.0,547.0,121.0,2.2083,146300.0
4537,47.0,876.0,228.0,872.0,231.0,2.2656,145000.0
4538,41.0,1292.0,334.0,1150.0,322.0,1.925,135200.0
4539,49.0,1098.0,317.0,1411.0,301.0,2.75,146000.0
4540,52.0,774.0,209.0,813.0,203.0,2.3472,135200.0
4541,37.0,1583.0,392.0,1776.0,377.0,2.7266,140800.0
4542,52.0,583.0,157.0,730.0,174.0,1.4115,140600.0
4543,45.0,792.0,203.0,872.0,188.0,2.6875,129700.0
4544,44.0,2702.0,770.0,3260.0,721.0,2.3575,144800.0
4545,48.0,2230.0,593.0,2419.0,598.0,2.3944,130700.0
4546,26.0,36.0,9.0,35.0,9.0,1.625,175000.0
4547,42.0,498.0,120.0,548.0,119.0,3.7543,126600.0
4548,52.0,22.0,7.0,55.0,7.0,7.5752,67500.0
4549,43.0,1811.0,513.0,2123.0,487.0,1.3615,133300.0
4550,52.0,346.0,270.0,346.0,251.0,2.5313,225000.0
4551,13.0,1703.0,697.0,1823.0,669.0,0.8288,181300.0
4552,52.0,116.0,107.0,171.0,92.0,1.0769,112500.0
4553,33.0,390.0,199.0,435.0,193.0,1.1979,350000.0
4554,8.0,1204.0,552.0,1074.0,517.0,1.0227,87500.0
4555,19.0,2870.0,1021.0,3325.0,978.0,1.7395,162500.0
4556,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,350000.0
4557,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275000.0
4558,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,287500.0
4559,52.0,58.0,52.0,41.0,27.0,4.0972,500001.0
4560,6.0,1529.0,566.0,1051.0,473.0,2.462,162500.0
4561,52.0,174.0,66.0,249.0,57.0,1.7763,312500.0
4562,15.0,326.0,123.0,490.0,105.0,1.4886,175000.0
4563,40.0,637.0,273.0,1150.0,263.0,1.8625,131300.0
4564,52.0,1802.0,613.0,2382.0,587.0,1.8438,185900.0
4565,40.0,680.0,273.0,995.0,249.0,2.2607,165600.0
4566,30.0,929.0,238.0,763.0,214.0,2.5227,187500.0
4567,38.0,715.0,282.0,1174.0,300.0,2.345,225000.0
4568,42.0,2541.0,1282.0,3974.0,1189.0,1.5854,87500.0
4569,42.0,1175.0,428.0,1593.0,407.0,2.3438,213300.0
4570,30.0,1771.0,788.0,2188.0,764.0,1.5885,154200.0
4571,34.0,786.0,341.0,1239.0,320.0,2.3438,152100.0
4572,32.0,1657.0,579.0,2071.0,598.0,2.1135,152500.0
4573,33.0,1416.0,686.0,2013.0,614.0,1.9818,208300.0
4574,33.0,1177.0,468.0,1533.0,430.0,2.3981,183300.0
4575,41.0,1072.0,331.0,1111.0,314.0,1.9233,207100.0
4576,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,216700.0
4577,14.0,1924.0,926.0,2226.0,792.0,2.2552,265900.0
4578,32.0,1777.0,536.0,1684.0,489.0,2.3636,190000.0
4579,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,177500.0
4580,14.0,1787.0,853.0,2251.0,763.0,1.1642,400000.0
4581,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,175000.0
4582,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,137500.0
4583,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,112500.0
4584,45.0,564.0,353.0,1172.0,319.0,1.494,187500.0
4585,26.0,513.0,338.0,1204.0,321.0,1.4904,275000.0
4586,33.0,1950.0,1047.0,3707.0,1012.0,1.7238,110000.0
4587,37.0,350.0,245.0,1122.0,248.0,2.7634,137500.0
4588,52.0,1292.0,864.0,2081.0,724.0,0.9563,275000.0
4589,52.0,1261.0,616.0,2309.0,581.0,1.6184,225000.0
4590,52.0,936.0,454.0,990.0,354.0,1.1122,187500.0
4591,42.0,2472.0,,3795.0,1179.0,1.2254,162500.0
4592,25.0,1316.0,836.0,2796.0,784.0,1.7866,325000.0
4593,26.0,1164.0,674.0,1685.0,541.0,1.5727,225000.0
4594,28.0,1306.0,637.0,2079.0,598.0,1.4615,275000.0
4595,31.0,1525.0,730.0,2510.0,652.0,1.6355,162500.0
4596,41.0,1788.0,774.0,2931.0,702.0,1.4413,158900.0
4597,41.0,1075.0,597.0,2260.0,614.0,1.3,162500.0
4598,44.0,968.0,384.0,1805.0,375.0,1.4801,212500.0
4599,47.0,661.0,359.0,1406.0,307.0,1.3169,112500.0
4600,13.0,1784.0,,2158.0,682.0,1.7038,118100.0
4601,24.0,323.0,214.0,751.0,189.0,1.8304,225000.0
4602,12.0,535.0,328.0,1194.0,365.0,1.2012,275000.0
4603,52.0,2156.0,306.0,861.0,311.0,8.8062,500001.0
4604,52.0,1841.0,240.0,693.0,218.0,15.0001,500001.0
4605,52.0,2248.0,255.0,813.0,265.0,15.0001,500001.0
4606,52.0,1482.0,171.0,531.0,161.0,15.0001,500001.0
4607,52.0,2089.0,309.0,883.0,281.0,7.4574,500001.0
4608,52.0,1311.0,310.0,707.0,290.0,3.4812,432800.0
4609,49.0,649.0,315.0,987.0,329.0,1.6806,316700.0
4610,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,290600.0
4611,9.0,1554.0,815.0,1704.0,761.0,2.0185,141700.0
4612,22.0,492.0,269.0,634.0,261.0,1.6406,300000.0
4613,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,253100.0
4614,43.0,3056.0,1345.0,3920.0,1304.0,1.925,300000.0
4615,31.0,1489.0,664.0,1793.0,556.0,2.4348,230600.0
4616,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,237500.0
4617,26.0,2107.0,757.0,2660.0,740.0,2.3375,282300.0
4618,36.0,2657.0,738.0,2274.0,723.0,3.425,281700.0
4619,28.0,2362.0,949.0,2759.0,894.0,2.2364,305600.0
4620,49.0,2549.0,630.0,1539.0,594.0,2.6218,350900.0
4621,40.0,2657.0,794.0,2149.0,749.0,2.2653,445000.0
4622,52.0,2980.0,366.0,967.0,359.0,11.2185,500001.0
4623,36.0,369.0,147.0,145.0,136.0,0.8804,450000.0
4624,52.0,983.0,246.0,578.0,204.0,5.7393,500001.0
4625,25.0,2740.0,707.0,1420.0,664.0,3.5909,404500.0
4626,52.0,955.0,100.0,457.0,120.0,15.0001,500001.0
4627,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,166700.0
4628,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,412500.0
4629,18.0,3759.0,,3296.0,1462.0,2.2708,175000.0
4630,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,500001.0
4631,20.0,1782.0,896.0,1749.0,823.0,2.2094,75000.0
4632,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,325000.0
4633,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,112500.0
4634,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,300000.0
4635,43.0,1366.0,740.0,942.0,672.0,1.6953,150000.0
4636,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,70000.0
4637,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,187500.0
4638,46.0,1759.0,1012.0,2716.0,877.0,2.1637,350000.0
4639,47.0,1390.0,872.0,2860.0,827.0,1.468,137500.0
4640,23.0,2040.0,778.0,2235.0,697.0,1.9309,233300.0
4641,33.0,2437.0,1283.0,3906.0,1084.0,2.0332,270000.0
4642,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,475000.0
4643,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,322200.0
4644,24.0,1336.0,453.0,1268.0,426.0,2.8202,500001.0
4645,47.0,3038.0,1533.0,4225.0,1472.0,1.6725,187500.0
4646,34.0,1848.0,667.0,1351.0,589.0,2.0547,410000.0
4647,52.0,2124.0,756.0,1920.0,756.0,2.1435,328900.0
4648,31.0,2827.0,1084.0,3107.0,993.0,2.0278,360000.0
4649,14.0,1559.0,646.0,1639.0,567.0,1.9949,380000.0
4650,42.0,3292.0,713.0,2224.0,674.0,3.5517,291500.0
4651,43.0,2808.0,584.0,1654.0,569.0,4.125,436800.0
4652,36.0,3239.0,722.0,1383.0,612.0,4.5918,337000.0
4653,52.0,1368.0,231.0,737.0,248.0,8.3617,433800.0
4654,48.0,2405.0,527.0,1868.0,502.0,3.375,257800.0
4655,44.0,1574.0,390.0,1323.0,404.0,2.5284,226300.0
4656,45.0,1707.0,519.0,1446.0,466.0,2.1736,171300.0
4657,50.0,1389.0,364.0,976.0,302.0,1.5882,327300.0
4658,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,250000.0
4659,35.0,1692.0,423.0,1578.0,406.0,2.5313,305800.0
4660,40.0,1667.0,365.0,1161.0,384.0,3.1406,417600.0
4661,44.0,1612.0,650.0,2028.0,593.0,1.9152,115600.0
4662,42.0,1476.0,610.0,1605.0,545.0,1.721,214300.0
4663,42.0,443.0,223.0,582.0,223.0,2.2937,350000.0
